product_id;product_art;product_name;product_count;product_price;product_sum;product_orderquant;order_id;document_type;createdAt;updatedAt;documentStatus
3012470;10054;"Женская повседневная сумка ""Фарида Silver""";2;380;760;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012471;10056;"Женский клатч ""Молодость 2 Light red""";2;106;212;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012472;10057;"Женская повседневная сумка ""Гера Beige""";1;280;280;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012473;10058;"Женская повседневная сумка ""Гера Ginger""";1;280;280;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012474;10059;"Женская повседневная сумка ""Лада""";1;280;280;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012475;10060;"Женский клатч ""Верона Silver""";2;208;416;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012476;10061;"Яркий красочный рюкзак мини ""3D White""";0;300;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012477;10062;"Яркий красочный рюкзак мини ""3D Red""";2;300;600;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012478;10063;"Женская повседневная сумка ""Мадагаскар Gray""";2;200;400;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012479;10064;"Мужской повседневный рюкзак ""Tiger Blue """;1;210;210;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012480;10065;"Мужской повседневный рюкзак ""Tiger Сamouflage """;2;210;420;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012481;10066;"Мужской повседневный рюкзак ""Tiger Black """;2;210;420;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012482;10067;"Мужской повседневный рюкзак ""Leadhake Jean """;0;210;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012483;10068;"Мужской повседневный рюкзак ""Leadhake Gray """;2;210;420;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012484;10069;"Мужской повседневный рюкзак ""Leadhake Red """;1;210;210;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012485;10073;"Рюкзачок с паетками ""Зайка Light Pink""";2;190;380;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012486;10078;"Рюкзачок с паетками ""Бантик 2 Dark Red""";1;190;190;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012487;10079;"Рюкзачок с паетками ""Бантик 2 Gold""";1;190;190;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012488;10081;Луиза Black;1;480;480;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012489;10082;"Браслет ""Волна2 Black/Silver""";4;28;112;4;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012490;10084;"Кожаный браслет ""Якорек"", для мужчин и женщин";4;32;128;4;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012491;10085;"Символический браслет ""LOVE"", унисекс, подарок на День Валентина";7;20;140;7;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012492;10086;"Женская кожаная сумка ""Пуговка 1, Brown""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012493;10089;"Яркий кожаный рюкзак с заклепками "" Фейерверк Silver""";2;650;1300;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012494;10090;"Яркий кожаный рюкзак с заклепками "" Фейерверк Black""";1;650;650;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012495;10091;"Яркий кожаный рюкзак с заклепками "" Фейерверк Red Wine""";0;650;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012496;10092;"Яркий красочный рюкзак мини ""3D Green""";2;300;600;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012497;10093;"Яркий красочный рюкзак мини ""3D Beige""";1;300;300;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012498;10094;"Яркий красочный рюкзак мини ""3D Gold""";3;300;900;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012499;10095;"Женская кожаная сумка ""Пуговка 3 Silver""";1;300;300;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012500;10096;"Женская кожаная сумка ""Асия Black""";2;850;1700;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012501;10098;"Рюкзак с ушками ""Бабочка Black""";3;160;480;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012502;10099;"Женский повседневный рюкзак ""Сара""";3;250;750;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012503;10101;"Тибетский браслет из бусин ""Сириус""";5;28;140;5;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012504;10102;"Женский клатч ""Ягодка Red""";2;95;190;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012505;10103;"Женская кожаная сумка ""Синди4, Black""";4;550;2200;4;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012506;10104;"Женская кожаная сумка ""Синди 3a Silver""";3;550;1650;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012507;10105;"Вместительный женский кожаный рюкзак "" Агрус Black";0;690;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012508;10106;"Вместительный женский кожаный рюкзак "" Агрус Bronze";1;0;0;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012509;10107;"Вместительный женский кожаный рюкзак "" Агрус Blue""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012510;10108;"Женский кожаный рюкзак-сумка (трансформер) ""Милла Blue""";2;670;1340;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012511;10119;"Женская кожаная сумка ""Синди 1 Pink""";0;570;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012512;10112;"Женская кожаная сумка ""Терра Dark Green""";1;550;550;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012513;10113;"Женская повседневная сумка ""Лейла Black""";2;195;390;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012514;10114;"Шикарные длинные серьги ""Рондо""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012515;10115;"Красивое золотистое колье ""Агри""";0;20;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012516;10116;"Женская кожаная сумка ""София 2 Black""";0;790;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012517;10119;"Кожаный рюкзак-сумка (трансформер) с теснением под змеиную кожу ""Питон Red Wine""";2;670;1340;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012518;10117;"Кожаный рюкзак-сумка (трансформер) с теснением под змеиную кожу ""Питон Bronze""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012519;10118;"Кожаный рюкзак-сумка (трансформер) с теснением под змеиную кожу ""Питон Black""";3;670;2010;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012520;10121;"Кожаный рюкзак-сумка (трансформер) с теснением под рептилию ""Крокодил Bronze""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012521;10122;"Кожаный рюкзак-сумка (трансформер) с теснением под рептилию ""Крокодил Brown""";2;670;1340;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012522;10123;"Женский кожаный рюкзак-сумка (трансформер) ""Анжелика Gray""";1;670;670;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012523;10124;"Женский кожаный рюкзак-сумка(трансформер) ""Анжелика Green""";1;670;670;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012524;10125;"Кожаный рюкзак-сумка (трансформер) с теснением под рептилию ""Крокодил Black""";3;670;2010;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012525;10126;"Женский повседневный рюкзак, цвет серебро""Астерликс""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012526;10127;"Стильный серебристый рюкзак-мини ""Мираж Bronze""";1;160;160;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012527;10129;"Мужской рюкзак для ноутбука, спорта, путешествий, городской ""Марс""";0;320;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012528;10130;"Стильная женскаяповседневная сумка ""Michael Kors Аманда1 Black""";3;470;1410;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012529;10131;"Браслет ""Гвоздь Black""";3;50;150;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012530;10132;"Браслет ""Ключ Black""";6;50;300;6;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012531;10133;"Браслет ""Гвоздь Silver""";3;50;150;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012532;10134;"Браслет ""Гвоздь Gold""";1;50;50;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012533;10135;"Женская повседневная сумка ""Марианна Light Gray""";1;351;351;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012534;10136;"Женский повседневный рюкзак ""Кроха Light Gray""";1;122;122;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012535;10137;"Шикарный набор колец ""Античная Греция""";1;35;35;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012536;10138;"Шикарный набор колец ""Афродита""";1;37;37;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012537;10139;"Женский кожаный рюкзак-сумка (трансформер) ""Галилео Silver""";1;690;690;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012538;10141;"Женский кожаный рюкзак-сумка (трансформер) ""Галилео Black""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012539;10142;"Женский повседневный рюкзак, цвет серебро""Рандеву""";1;200;200;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012540;10143;"Женская повседневная сумка на плечо для формата А4 ""Каролина""";1;380;380;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012541;10145;"Веселый рюкзак с ушками ""Микки Beige""";2;193;386;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012542;10146;"Веселый рюкзак с ушками ""Микки Gray""";1;193;193;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012543;10149;"Рюкзачок с паетками ""Бантик Purple""";1;190;190;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012544;10150;"Женская кожаная сумка ""София Silver""";0;750;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012545;10151;"Женский кожаный рюкзак ""Милла Dark Gray""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012546;10152;"Женская кожаная сумка ""Пуговка 3 Red Wine""";2;550;1100;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012547;10154;"Женская кожаная сумка ""Синди 3 Red""";2;0;0;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012548;10157;"Женская повседневная сумка ""Michael Kors, Эрика Black""";2;390;780;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012549;10161;"Женский кожаный рюкзак-сумка (трансформер) ""Милла Black""";3;670;2010;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012550;10162;"Женский кожаный рюкзак-сумка (трансформер) ""Милла Silver""";3;670;2010;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012551;10163;"Женский кожаный рюкзак-сумка (трансформер) ""Милла Bronze""";0;650;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012552;10164;"Тибетский браслет из бусин ""Дзогчен яшма""";1;39;39;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012553;10165;"Женский клатч ""Алигатор Black""";2;206;412;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012554;10166;"Женский повседневный рюкзак ""Люсия Black""";1;230;230;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012555;10167;"Женский повседневный рюкзак ""Ульяна""";1;230;230;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012556;10168;"Женская кожаная сумка ""Синди4, Brown""";0;570;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012557;10170;"Женский кожаный рюкзак ""Кристи Red""";4;670;2680;4;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012558;10171;"Женская кожаная сумка ""Синди 2а, Brown""";3;550;1650;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012559;10173;"Женская сумочка ""Алба"", лакированная кожа";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012560;10176;"Женская кожаная сумка ""Анэстейша Brown""";0;750;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012561;10178;"Женская кожаная сумка ""Асия Brown""";2;850;1700;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012562;10179;"Женская кожаная сумка ""Синди2a, Green""";2;550;1100;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012563;10181;"Женская повседневная сумка ""Лаура Bronze""";1;500;500;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012564;10182;"Женская повседневная сумка ""Лаура Silver""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012565;10183;"Часы ""Лайт Black""";2;64;128;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012566;10184;"Веселый рюкзак с ушками ""Микки Black""";5;180;900;5;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012567;10185;"Веселый рюкзак с ушками ""Микки Lilac""";2;225;450;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012568;10186;"Веселый рюкзак с ушками ""Микки Pink""";3;177;531;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012569;10187;"Рюкзак с ушками ""Бабочка Light pink""";1;160;160;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012570;10188;"Большой рюкзак для ноутбука, спорта, городской, повседневный ""Версаль Black""";1;180;180;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012571;10189;"Большой рюкзак для ноутбука, спорта, путешествий, городской ""Версаль Black""";1;180;180;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012572;10190;"Женская повседневная сумка ""Изольда Dark green""";1;480;480;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012573;10193;"Женская повседневная сумка ""Michael Kors, Эрика Red Wine""";2;390;780;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012574;10195;"Большой рюкзак для ноутбука, спорта, путешествий, городской ""Касио""";2;180;360;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012575;10196;"Мужской рюкзак ""Таун""";1;250;250;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012576;10197;"Мужской рюкзак ""Хаус""";0;250;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012577;10200;"Мужской рюкзак для ноутбука, спорта, путешествий, городской ""Лаки""";0;330;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012578;10201;"Мужской рюкзак ""Креон""";1;160;160;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012579;10203;"Женский повседневный рюкзак ""Ксена Light Pink""";0;80;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012580;10204;"Женский повседневный рюкзак ""Спорт Peachy""";3;239;717;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012581;10205;"Женский повседневный рюкзак ""Спорт Silver""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012582;10206;"Женский повседневный рюкзак ""Тина White""";1;190;190;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012583;10208;"Женский повседневный рюкзак ""Сандра Lilac""";1;208;208;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012584;10212;"Женский браслет ""Гитара""";1;28;28;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012585;10215;"Женский браслет ""Ассиметрия""";11;42;462;11;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012586;10216;"Женский браслет ""Together Dark Brown""";2;24;48;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012587;10217;"Женский браслет ""Together Black""";0;24;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012588;10218;"Женский браслет ""Best friends""";6;20;120;6;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012589;10219;"Женский браслет ""Шамбала Brown""";6;17;102;6;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012590;10220;"Женский браслет ""Шамбала Black""";3;13;39;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012591;10221;"Женский браслет ""Череп""";6;76;456;6;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012592;10222;"Женский браслет ""Стуна Black""";20;22;440;20;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012593;10223;"Женский браслет ""Стуна Dark Brown""";8;22;176;8;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012594;10224;"Женский браслет ""Сетка""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012595;10228;"Женский браслет ""Озон Black""";2;43;86;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012596;10229;"Женский браслет ""Озон Dark Brown""";1;43;43;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012597;10230;"Женский браслет ""Молитва""";13;20;260;13;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012598;10231;"Женский браслет ""Мелодия""";0;;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012599;10232;"Женский браслет ""Крест""";8;16;128;8;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012600;10233;"Женский браслет ""Коса """;0;16;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012601;10234;"Женский браслет ""Калейдоскоп""";3;51;153;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012602;10235;"Женский браслет ""Инь Янь""";14;21;294;14;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012603;10236;"Женский браслет ""Зодиак """;13;34;442;13;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012604;10237;"Женский браслет ""Будда, лава""";4;30;120;4;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012605;10238;"Женский браслет ""Нежность Light Pink""";1;43;43;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012606;10239;"Женский браслет ""Набор многослойный Burgundy""";1;27;27;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012607;10241;"Женский браслет ""Будда, тигровый коричневый""";8;38;304;8;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012608;10242;"Женский браслет ""Будда, говлит бирюзовый""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012609;10243;"Женский браслет ""Будда, говлит белый""";2;38;76;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012610;10244;"Женский браслет ""Будда, авантюрин бордовый""";2;48;96;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012611;10245;"Винтажные часы, унисекс ""Ретро Silver""";5;51;255;5;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012612;10247;"Часы ""Лайт Pink""";1;64;64;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012613;10248;"Часы ""Лайт Blue""";1;73;73;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012614;10249;"Часы ""Геометрия Black-White""";5;64;320;5;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012615;10250;"Часы ""Геометрия Black""";4;73;292;4;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012616;10251;"Часы ""Генезис Brown-White""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012617;10252;"Часы ""Генезис Black-White""";7;58;406;7;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012618;10253;"Часы ""Генезис Brown""";2;56;112;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012619;10254;"Колье ""Цепь Dark Gray""";2;40;80;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012620;10256;"Колье ""Хищница Silver""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012621;10257;"Колье ""Природа Antique Bronze""";6;33;198;6;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012622;10258;"Колье ""Обод Silver""";1;44;44;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012623;10259;"Колье ""Бахрома Silver""";0;0;0;0;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012624;10260;"Женский повседневный рюкзак ""Ника Black""";4;139;556;4;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012625;10262;"Женский повседневный рюкзак ""Ника Pink""";2;147;294;2;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012626;10263;"Женский повседневный рюкзак ""Ника Green""";3;145;435;3;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
3012627;10264;"Женский повседневный рюкзак ""Молодежь Black""";1;140;140;1;28;1;2018-10-27 00:00:00;2018-10-27 00:00:00;1
