product_name;product_art;product_url;product_descr;product_unit;product_const;product_photo;createdAt;updatedAt;accCategoryId;accProductStatusId
"Женская повседневная сумка ""Фарида Black""";10053;https://xn--b1amp7bwb.com.ua/p656084954-zhenskaya-povsednevnaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская повседневная сумка ""Фарида Silver""";10054;https://xn--b1amp7bwb.com.ua/p656082026-zhenskaya-povsednevnaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский клатч ""Молодость 2 Light red""";10056;https://xn--b1amp7bwb.com.ua/p655539847-zhenskij-klatch-molodost.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская повседневная сумка ""Гера Beige""";10057;https://xn--b1amp7bwb.com.ua/p655513559-zhenskaya-povsednevnaya-sumka.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская повседневная сумка ""Гера Ginger""";10058;https://xn--b1amp7bwb.com.ua/p655513450-zhenskaya-povsednevnaya-sumka.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская повседневная сумка ""Лада""";10059;https://xn--b1amp7bwb.com.ua/p655507418-zhenskaya-povsednevnaya-sumka.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский клатч ""Верона Silver""";10060;https://xn--b1amp7bwb.com.ua/p654998273-zhenskij-klatch-verona.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Яркий красочный рюкзак мини ""3D White""";10061;https://xn--b1amp7bwb.com.ua/p651975745-yarkij-krasochnyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Яркий красочный рюкзак мини ""3D Red""";10062;https://xn--b1amp7bwb.com.ua/p651974086-yarkij-krasochnyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская повседневная сумка ""Мадагаскар Gray""";10063;https://xn--b1amp7bwb.com.ua/p651204269-zhenskaya-povsednevnaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской повседневный рюкзак ""Tiger Blue """;10064;https://xn--b1amp7bwb.com.ua/p650710864-muzhskoj-povsednevnyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской повседневный рюкзак ""Tiger Сamouflage """;10065;https://xn--b1amp7bwb.com.ua/p650710114-muzhskoj-povsednevnyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской повседневный рюкзак ""Tiger Black """;10066;https://xn--b1amp7bwb.com.ua/p650709281-muzhskoj-povsednevnyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской повседневный рюкзак ""Leadhake Jean """;10067;https://xn--b1amp7bwb.com.ua/p650708213-muzhskoj-povsednevnyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской повседневный рюкзак ""Leadhake Gray """;10068;https://xn--b1amp7bwb.com.ua/p650706257-muzhskoj-povsednevnyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской повседневный рюкзак ""Leadhake Red """;10069;https://xn--b1amp7bwb.com.ua/p650705814-muzhskoj-povsednevnyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Рюкзачок с паетками ""Зайка Light Pink""";10073;https://xn--b1amp7bwb.com.ua/p648418658-ryukzachok-paetkami-zajka.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Рюкзачок с паетками ""Бантик 2 Dark Red""";10078;https://xn--b1amp7bwb.com.ua/p648409462-ryukzachok-paetkami-bantik.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Рюкзачок с паетками ""Бантик 2 Gold""";10079;https://xn--b1amp7bwb.com.ua/p648407499-ryukzachok-paetkami-bantik.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
Луиза Black;10081;https://xn--b1amp7bwb.com.ua/p648343745-zhenskaya-povsednevnaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет ""Волна2 Black/Silver""";10082;https://xn--b1amp7bwb.com.ua/p647968805-braslet-volna2-blacksilver.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Кожаный браслет ""Якорек"", для мужчин и женщин";10084;https://xn--b1amp7bwb.com.ua/p647217947-kozhanyj-braslet-yakorek.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Символический браслет ""LOVE"", унисекс, подарок на День Валентина";10085;https://xn--b1amp7bwb.com.ua/p647215412-simvolicheskij-braslet-love.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""Пуговка 1, Brown""";10086;https://xn--b1amp7bwb.com.ua/p647207789-zhenskaya-kozhanaya-sumka.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Яркий кожаный рюкзак с заклепками "" Фейерверк Silver""";10089;https://xn--b1amp7bwb.com.ua/p647175961-yarkij-kozhanyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Яркий кожаный рюкзак с заклепками "" Фейерверк Black""";10090;https://xn--b1amp7bwb.com.ua/p647175852-yarkij-kozhanyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Яркий кожаный рюкзак с заклепками "" Фейерверк Red Wine""";10091;https://xn--b1amp7bwb.com.ua/p647170550-yarkij-kozhanyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Яркий красочный рюкзак мини ""3D Green""";10092;https://xn--b1amp7bwb.com.ua/p647162908-yarkij-krasochnyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Яркий красочный рюкзак мини ""3D Beige""";10093;https://xn--b1amp7bwb.com.ua/p647162306-yarkij-krasochnyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Яркий красочный рюкзак мини ""3D Gold""";10094;https://xn--b1amp7bwb.com.ua/p647162013-yarkij-krasochnyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""Пуговка 3 Silver""";10095;https://xn--b1amp7bwb.com.ua/p646381630-zhenskaya-kozhanaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""Асия Black""";10096;https://xn--b1amp7bwb.com.ua/p646186562-zhenskaya-kozhanaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Рюкзак с ушками ""Бабочка Black""";10098;https://xn--b1amp7bwb.com.ua/p644877856-ryukzak-ushkami-babochka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский повседневный рюкзак ""Сара""";10099;https://xn--b1amp7bwb.com.ua/p644863632-zhenskij-povsednevnyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Сириус""";10101;https://xn--b1amp7bwb.com.ua/p644816180-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский клатч ""Ягодка Red""";10102;https://xn--b1amp7bwb.com.ua/p644766540-zhenskij-klatch-yagodka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""Синди4, Black""";10103;https://xn--b1amp7bwb.com.ua/p640865114-zhenskaya-kozhanaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""Синди 3a Silver""";10104;https://xn--b1amp7bwb.com.ua/p640861816-zhenskaya-kozhanaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Вместительный женский кожаный рюкзак "" Агрус Black";10105;https://xn--b1amp7bwb.com.ua/p640857462-vmestitelnyj-zhenskij-kozhanyj.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Вместительный женский кожаный рюкзак "" Агрус Bronze";10106;https://xn--b1amp7bwb.com.ua/p640856946-vmestitelnyj-zhenskij-kozhanyj.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Вместительный женский кожаный рюкзак "" Агрус Blue""";10107;https://xn--b1amp7bwb.com.ua/p640855522-vmestitelnyj-zhenskij-kozhanyj.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский кожаный рюкзак-сумка (трансформер) ""Милла Blue""";10108;https://xn--b1amp7bwb.com.ua/p640853533-zhenskij-kozhanyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""Синди 1 Pink""";10119;https://xn--b1amp7bwb.com.ua/p640843170-zhenskaya-kozhanaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""Терра Dark Green""";10112;https://xn--b1amp7bwb.com.ua/site_search?search_term=%D1%82%D0%B5%D1%80%D1%80%D0%B0;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская повседневная сумка ""Лейла Black""";10113;https://xn--b1amp7bwb.com.ua/p639645557-zhenskaya-povsednevnaya-sumka.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Шикарные длинные серьги ""Рондо""";10114;https://xn--b1amp7bwb.com.ua/p639262731-shikarnye-dlinnye-sergi.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Красивое золотистое колье ""Агри""";10115;https://xn--b1amp7bwb.com.ua/p639241505-krasivoe-zolotistoe-kole.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""София 2 Black""";10116;https://xn--b1amp7bwb.com.ua/p637901199-zhenskaya-kozhanaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Кожаный рюкзак-сумка (трансформер) с теснением под змеиную кожу ""Питон Red Wine""";10119;https://xn--b1amp7bwb.com.ua/p637898898-kozhanyj-ryukzak-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Кожаный рюкзак-сумка (трансформер) с теснением под змеиную кожу ""Питон Bronze""";10117;https://xn--b1amp7bwb.com.ua/p637899918-kozhanyj-ryukzak-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Кожаный рюкзак-сумка (трансформер) с теснением под змеиную кожу ""Питон Black""";10118;https://xn--b1amp7bwb.com.ua/p637899489-kozhanyj-ryukzak-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Кожаный рюкзак-сумка (трансформер) с теснением под рептилию ""Крокодил Bronze""";10121;https://xn--b1amp7bwb.com.ua/p637895869-kozhanyj-ryukzak-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Кожаный рюкзак-сумка (трансформер) с теснением под рептилию ""Крокодил Brown""";10122;https://xn--b1amp7bwb.com.ua/p637894696-kozhanyj-ryukzak-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский кожаный рюкзак-сумка (трансформер) ""Анжелика Gray""";10123;https://xn--b1amp7bwb.com.ua/p637889626-zhenskij-kozhanyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский кожаный рюкзак-сумка(трансформер) ""Анжелика Green""";10124;https://xn--b1amp7bwb.com.ua/p637887734-zhenskij-kozhanyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Кожаный рюкзак-сумка (трансформер) с теснением под рептилию ""Крокодил Black""";10125;https://xn--b1amp7bwb.com.ua/p637886768-kozhanyj-ryukzak-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский повседневный рюкзак, цвет серебро""Астерликс""";10126;https://xn--b1amp7bwb.com.ua/p637782647-zhenskij-povsednevnyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Стильный серебристый рюкзак-мини ""Мираж Bronze""";10127;https://xn--b1amp7bwb.com.ua/p637770909-stilnyj-serebristyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Мужской рюкзак для ноутбука, спорта, путешествий, городской ""Марс""";10129;https://xn--b1amp7bwb.com.ua/p637757761-muzhskoj-ryukzak-dlya.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Стильная женскаяповседневная сумка ""Michael Kors Аманда1 Black""";10130;https://xn--b1amp7bwb.com.ua/p637751942-stilnaya-zhenskayapovsednevnaya-sumka.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет ""Гвоздь Black""";10131;https://xn--b1amp7bwb.com.ua/p636415696-braslet-gvozd-black.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет ""Ключ Black""";10132;https://xn--b1amp7bwb.com.ua/p636415669-braslet-klyuch-black.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет ""Гвоздь Silver""";10133;https://xn--b1amp7bwb.com.ua/p636415617-braslet-gvozd-silver.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Браслет ""Гвоздь Gold""";10134;https://xn--b1amp7bwb.com.ua/p636415578-braslet-gvozd-gold.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская повседневная сумка ""Марианна Light Gray""";10135;https://xn--b1amp7bwb.com.ua/p636408176-zhenskaya-povsednevnaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский повседневный рюкзак ""Кроха Light Gray""";10136;https://xn--b1amp7bwb.com.ua/p636402939-zhenskij-povsednevnyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Шикарный набор колец ""Античная Греция""";10137;https://xn--b1amp7bwb.com.ua/p636401111-shikarnyj-nabor-kolets.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Шикарный набор колец ""Афродита""";10138;https://xn--b1amp7bwb.com.ua/p636401003-shikarnyj-nabor-kolets.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский кожаный рюкзак-сумка (трансформер) ""Галилео Silver""";10139;https://xn--b1amp7bwb.com.ua/p636314250-zhenskij-kozhanyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский кожаный рюкзак-сумка (трансформер) ""Галилео Black""";10141;https://xn--b1amp7bwb.com.ua/p636314159-zhenskij-kozhanyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский повседневный рюкзак, цвет серебро""Рандеву""";10142;https://xn--b1amp7bwb.com.ua/p636302925-zhenskij-povsednevnyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская повседневная сумка на плечо для формата А4 ""Каролина""";10143;https://xn--b1amp7bwb.com.ua/p636293181-zhenskaya-povsednevnaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Веселый рюкзак с ушками ""Микки Beige""";10145;https://xn--b1amp7bwb.com.ua/p632946301-veselyj-ryukzak-ushkami.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Веселый рюкзак с ушками ""Микки Gray""";10146;https://xn--b1amp7bwb.com.ua/p632944113-veselyj-ryukzak-ushkami.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Рюкзачок с паетками ""Бантик Purple""";10149;https://xn--b1amp7bwb.com.ua/p631082138-ryukzachok-paetkami-bantik.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""София Silver""";10150;https://xn--b1amp7bwb.com.ua/p631068003-zhenskaya-kozhanaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский кожаный рюкзак ""Милла Dark Gray""";10151;https://xn--b1amp7bwb.com.ua/p631043583-zhenskij-kozhanyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""Пуговка 3 Red Wine""";10152;https://xn--b1amp7bwb.com.ua/p630310927-zhenskaya-kozhanaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""Синди 3 Red""";10154;https://xn--b1amp7bwb.com.ua/p630306470-zhenskaya-kozhanaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская повседневная сумка ""Michael Kors, Эрика Black""";10157;https://xn--b1amp7bwb.com.ua/p628900573-zhenskaya-povsednevnaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский кожаный рюкзак-сумка (трансформер) ""Милла Black""";10161;https://xn--b1amp7bwb.com.ua/p628883691-zhenskij-kozhanyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский кожаный рюкзак-сумка (трансформер) ""Милла Silver""";10162;https://xn--b1amp7bwb.com.ua/p628883094-zhenskij-kozhanyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский кожаный рюкзак-сумка (трансформер) ""Милла Bronze""";10163;https://xn--b1amp7bwb.com.ua/p628882585-zhenskij-kozhanyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Тибетский браслет из бусин ""Дзогчен яшма""";10164;https://xn--b1amp7bwb.com.ua/p627016656-tibetskij-braslet-busin.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский клатч ""Алигатор Black""";10165;https://xn--b1amp7bwb.com.ua/p626530424-zhenskij-klatch-aligator.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский повседневный рюкзак ""Люсия Black""";10166;https://xn--b1amp7bwb.com.ua/p625360805-zhenskij-povsednevnyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский повседневный рюкзак ""Ульяна""";10167;https://xn--b1amp7bwb.com.ua/p625359900-zhenskij-povsednevnyj-ryukzak.html;;шт.;0;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""Синди4, Brown""";10168;https://xn--b1amp7bwb.com.ua/p625357153-zhenskaya-kozhanaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женский кожаный рюкзак ""Кристи Red""";10170;https://xn--b1amp7bwb.com.ua/p625352638-zhenskij-kozhanyj-ryukzak.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
"Женская кожаная сумка ""Синди 2а, Brown""";10171;https://xn--b1amp7bwb.com.ua/p625349654-zhenskaya-kozhanaya-sumka.html;;шт.;1;;2018-10-27 00:00:00;2018-10-27 00:00:00;;1
